,place_id,name,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,rated1,rated2,rated3,rated4,rated5,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,revenues,FemaleNonSaudi,MaleNonSaudi,FemaleSaudi,MaleSaudi,total_labor,Teens,20s,30s,40s,50s,60s
1023,ChIJ44sHVWerLz4RrKlWdRRo4t4,Night Perfume Cafe,an nasim al gharbi,النسيم الغربي,24.7495372,46.8287409,Coffee,4,12,0,0,1,0,4,True,True,1,20,15,12,9,2,104312,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1024,ChIJU38dYYMALz4RzN65_9E-CAI,ستايل كافية,an nasim al gharbi,النسيم الغربي,24.7497781,46.8206263,Coffee,4,69,0,0,0,1,6,False,True,1,20,19,13,13,3,85976,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1025,ChIJFbQ7dYIHLz4RO5iETyyRK1s,كوفي شوب,an nasim al gharbi,النسيم الغربي,24.7037485,46.8019808,Coffee,4,27,0,0,0,0,6,True,True,0,20,6,6,6,12,77043,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1026,ChIJGzweX1MBLz4RYobTDjReW5E,4twins Coffee | فورتوينز,an nasim al gharbi,النسيم الغربي,24.7227017,46.8227577,Coffee,4,84,2,0,0,0,6,True,True,1,20,11,9,8,6,395510,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1027,ChIJez3NxhAHLz4RMTVXVk2x3nk,اي بلس,an nasim al gharbi,النسيم الغربي,24.700983,46.8038171,Coffee,4,339,1,2,0,2,3,True,True,1,20,7,5,12,11,77460,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1028,ChIJgw_dDtwHLz4RRnvYgp6dQYU,جافاتايم JAVA TIME,an nasim al gharbi,النسيم الغربي,24.7013168,46.8018601,Coffee,5,29,0,0,0,0,0,False,False,0,20,7,6,11,11,76814,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1029,ChIJn800L2GrLz4RRqUxDf8AkGo,OPALE NERO,an nasim al gharbi,النسيم الغربي,24.7229762,46.8269582,Coffee,4,125,0,0,0,0,9,True,True,0,20,11,10,7,4,387446,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1030,ChIJ5YPrrQX9Lj4RhBzgIa0VmZY,د. كيف,an nasim al gharbi,النسيم الغربي,24.7458686,46.8462433,Coffee,4,461,0,0,1,2,4,True,True,1,20,7,7,4,3,69947,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1031,ChIJW6ogyFCrLz4RApatAorOMDY,مقهى دودي لتقديم المشروبات,an nasim al gharbi,النسيم الغربي,24.7426943,46.8407774,Coffee,2,3,0,0,0,0,0,True,True,0,20,6,8,4,3,70968,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1032,ChIJgzeOOuYBLz4RHJVzrsLs9mM,عنوان القهوة,an nasim al gharbi,النسيم الغربي,24.7416282,46.8037748,Coffee,4,797,1,0,0,0,7,True,True,0,20,18,12,9,4,114562,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1033,ChIJM1bFJXEBLz4RgnXfarP_zaM,Coffee address,an nasim al gharbi,النسيم الغربي,24.7416217,46.8037688,Coffee,4,25,0,0,1,0,4,True,True,1,20,18,12,9,4,114562,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1034,ChIJ5aCLZ64BLz4RHvN2lk7SD0c,إفّكت,an nasim al gharbi,النسيم الغربي,24.7342451,46.8089156,Coffee,4,491,0,0,0,0,8,True,True,0,20,16,14,9,4,115029,19093,35608,59392,61884,103865,21835,37449,45113,25836,13047,5309
1035,ChIJWQl9HS2pLz4Rc6UePFL7cAs,Al Maida Hotel,as saadah,السعادة,24.7045508,46.8490995,Restaurants,4,190,1,0,2,2,3,True,True,1,20,11,5,5,2,341656,3467,24163,16635,15354,35188,7397,12687,15283,8753,4420,1798
1036,ChIJcTISwbGpLz4RlY-XdQePJqY,شاورمر,as saadah,السعادة,24.6991804,46.836606,Restaurants,4,591,0,1,0,2,5,True,True,0,20,10,6,7,4,357318,3467,24163,16635,15354,35188,7397,12687,15283,8753,4420,1798
1037,ChIJXXN8-sapLz4RibCX1yTiKD8,مطاعم مثلوثة الرياض,as saadah,السعادة,24.69313,46.8500443,Restaurants,3,278,3,1,0,1,2,True,True,1,9,12,5,8,6,335510,3467,24163,16635,15354,35188,7397,12687,15283,8753,4420,1798
1038,ChIJvckj-o6pLz4RmaxDvckpsZc,Hotel Tayyaba,as saadah,السعادة,24.6934956,46.8493146,Restaurants,4,15,0,0,1,0,3,True,True,1,9,12,5,8,5,321080,3467,24163,16635,15354,35188,7397,12687,15283,8753,4420,1798
1039,ChIJBxZ3Dz2pLz4RCYBnplj3PdQ,كوفي طمش,as saadah,السعادة,24.6994166,46.8439626,Coffee,4,204,0,0,0,0,0,True,True,0,19,10,4,7,5,347808,3467,24163,16635,15354,35188,7397,12687,15283,8753,4420,1798
1040,ChIJq34NglanLz4R0ZUWaNOm61U,مطاعم الرون,al iskan,الاسكان,24.5748929,46.8280942,Restaurants,3,622,4,1,2,0,2,True,True,1,17,8,6,0,4,75166,2100,2218,16307,19704,23803,5004,8582,10338,5921,2990,1216
1041,ChIJh4eQ5VanLz4Rm-KDw05Rxas,كودو,al iskan,الاسكان,24.576802,46.828504,Restaurants,3,1003,2,1,1,0,4,True,True,1,19,8,6,0,4,75166,2100,2218,16307,19704,23803,5004,8582,10338,5921,2990,1216
1042,ChIJuUz2gFanLz4RNLSJYG-z7Vs,Kaas Coffee,al iskan,الاسكان,24.5748675,46.8278094,Coffee,3,74,0,1,1,3,2,True,True,1,17,8,6,0,4,75166,2100,2218,16307,19704,23803,5004,8582,10338,5921,2990,1216
1043,ChIJG_5XI9CnLz4Re2vUqP5GVms,Bukhari Restaurant,al mishal,المشاعل,24.6002981,46.8391629,Restaurants,4,7,0,0,1,0,1,True,True,0,2,17,4,1,0,20000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1044,ChIJeeKA__qnLz4RuE3-cSDtop0,Boofiya kerala,al mishal,المشاعل,24.6393056,46.8442064,Restaurants,3,59,0,1,1,1,3,False,True,0,0,16,7,0,1,30000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1045,ChIJlfOV17CnLz4Rw1Zl5XuHDR8,Usthad Family Restaurant,al mishal,المشاعل,24.6391438,46.8442958,Restaurants,3,336,0,0,2,2,2,True,True,1,0,16,7,0,1,30000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1046,ChIJS99N_yinLz4Rix-XwKg86NE,ايادي التميز للاسماك,al mishal,المشاعل,24.6387441,46.8445169,Restaurants,4,26,1,0,1,0,4,True,True,0,0,16,7,0,1,30000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1047,ChIJib4-AyenLz4RgUS3kw2GImo,Bismillah Sweets & Restaurant-II,al mishal,المشاعل,24.6397936,46.83980030000001,Restaurants,0,0,0,0,0,0,0,False,False,0,0,16,8,0,0,30000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1048,ChIJmXkd3UGnLz4RtKfL29COzy0,Indian Fast food (Indian Restaurant),al mishal,المشاعل,24.6010112,46.8658065,Restaurants,3,114,1,0,1,1,2,True,True,0,2,20,8,0,0,371000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1049,ChIJL7aTs_WmLz4R--RYApQ0ieQ,شركة سلوك لتقديم الوجبات,al mishal,المشاعل,24.6246057,46.8802063,Restaurants,3,407,2,1,0,1,1,False,True,1,1,15,3,0,0,12000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1050,ChIJU3f_JxmnLz4RUUcgTFmMVMs,MUBARAK RESTAURANT,al mishal,المشاعل,24.6256722,46.8795219,Restaurants,4,39,0,0,0,2,3,True,True,0,1,16,3,0,0,12000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1051,ChIJHSMmyq8DLz4Rfvtyp1U6T_0,NORTHEN TASTE RESTAURANT مطعم المذاق الشمالى,al mishal,المشاعل,24.6236338,46.8808398,Restaurants,3,6,1,0,1,0,2,True,True,0,1,13,3,0,0,12000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1052,ChIJfSNU1ymnLz4RcOEgaR2Nm6U,বাবা মায়ের দোয়া সুইট্স এন্ড রেস্টুরেন্ট,al mishal,المشاعل,24.6179599,46.85700190000001,Restaurants,5,1,0,0,0,0,1,True,True,0,0,20,12,0,0,26666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1053,ChIJRVVZrAanLz4R27ffIUX8Inc,"Al-Biryani Resturant, আল বিরিয়ানি রেস্টুরেন্ট",al mishal,المشاعل,24.6151407,46.8583266,Restaurants,4,15,0,0,0,0,0,True,True,0,1,19,13,0,0,20666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1054,ChIJYzaecwenLz4RXmm9WmaeX4I,Madeena Restaurant,al mishal,المشاعل,24.6179254,46.85718809999999,Restaurants,4,211,0,2,0,3,2,False,True,1,0,20,12,0,0,26666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1055,ChIJheYQDUKnLz4RZhNqQoNRt3A,"5301 Prince Mohammed Bin Abdulrahman Bin Abdulaziz, Al Mashael, Riyadh 14327",al mishal,المشاعل,24.6159458,46.8582852,Restaurants,4,4,0,0,1,1,1,True,True,1,1,20,13,0,0,20666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1056,ChIJa_V-k1-nLz4RPycSNDHrCx8,مطم بخارى هاني ابو عبداللّه restaurant hani abo Abdullah,al mishal,المشاعل,24.6257857,46.8794259,Restaurants,3,2,0,0,0,0,0,True,True,0,1,16,3,0,0,12000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1057,ChIJ_ZczwwanLz4Rld8qr1tQbH0,Makka Hotel,al mishal,المشاعل,24.6159578,46.8582784,Restaurants,4,227,0,0,1,0,4,True,True,0,1,20,13,0,0,20666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1058,ChIJEXtAm4ynLz4ROhbCsD7azKk,Bismillah Restaurant,al mishal,المشاعل,24.6154481,46.85836680000001,Restaurants,1,1,1,0,0,0,0,True,True,1,1,19,13,0,0,20666,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1059,ChIJfRZ67jqnLz4R5HYjM_IUcx8,Punjab Dera Resturant,al mishal,المشاعل,24.6039738,46.86464660000001,Restaurants,5,3,0,0,0,0,2,True,True,0,2,20,8,0,0,371000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1060,ChIJCZTSVWqnLz4RA1WsALtTLUc,KITOPI CENTRAL WAREHOUSE KSA,al mishal,المشاعل,24.6082115,46.866253,Restaurants,4,13,0,0,1,2,2,True,True,0,2,20,10,0,0,371000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1061,ChIJL2gWrUqnLz4RgaPltEuVSro,مطعم ياسمينة الشام للأكلات السورية| Yasmina Restaurant,al mishal,المشاعل,24.6046548,46.8644591,Restaurants,4,156,0,0,0,0,0,True,True,0,2,20,8,0,0,371000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1062,ChIJbxUR-aWnLz4RoQWT_o4ljXU,New Alankar restaurant,al mishal,المشاعل,24.6085288,46.86231309999999,Restaurants,5,2,0,0,0,0,0,True,True,0,3,20,11,0,0,254000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1063,ChIJ0bKfTHanLz4RossIewc-EGs,BOOFIYA NAAM. بوفية نعام,al mishal,المشاعل,24.6042309,46.8646895,Restaurants,5,1,0,0,0,0,0,True,True,0,2,20,8,0,0,371000,72,8151,187,294,5137,1080,1852,2231,1277,645,262
1064,ChIJOwYcoSoCLz4R--Q7AHJVzug,مطعم زمزم البخاري,king abdullah,الملك عبدالله,24.7332578,46.74760790000001,Restaurants,3,101,5,0,0,0,0,True,True,1,16,8,5,5,5,113400,812,1290,1645,1406,3041,639,1096,1321,756,382,155
1065,ChIJTwneIIkDLz4RlE06d92UjvQ,ستاربكس,king abdullah,الملك عبدالله,24.7346697,46.7433656,Coffee,3,58,1,3,1,0,1,True,True,0,10,6,5,4,4,116800,812,1290,1645,1406,3041,639,1096,1321,756,382,155
1066,ChIJhepYhuwCLz4RiGsLm2JDLVY,Lamsat Turkiye Fast Food Restaurant at PSU,king abdul aziz,الملك عبدالعزيز,24.7302524,46.6953053,Restaurants,4,116,0,1,0,1,6,True,True,1,20,15,10,7,7,178150,2581,3822,3074,5315,8730,1835,3147,3792,2171,1096,446
1067,ChIJ3Zuucc4DLz4RuoVTlDPGJ3Q,ستاربكس,king abdul aziz,الملك عبدالعزيز,24.6960809,46.7288974,Coffee,4,183,1,0,0,0,8,False,True,0,19,20,12,15,5,251733,2581,3822,3074,5315,8730,1835,3147,3792,2171,1096,446
1068,ChIJ23MwiXgFLz4RCKSLLUvsjnI,نيوكو سوشي,jarir,جرير,24.6864187,46.7468034,Restaurants,4,656,0,0,1,0,6,True,True,0,20,20,13,5,12,134022,5976,11773,5892,7016,18094,3804,6524,7859,4501,2273,925
1069,ChIJ_yn29AIELz4RHsvAf0ax6NE,جزوة قهوة مختصة,jarir,جرير,24.6863264,46.7464892,Coffee,4,782,0,0,0,2,3,True,True,1,20,20,13,5,14,130295,5976,11773,5892,7016,18094,3804,6524,7859,4501,2273,925
1070,ChIJScy6EWwHLz4RZmZ48SUp8qE,MAKANI Cafe | مكاني كافيه,jarir,جرير,24.6826763,46.7560195,Coffee,4,131,0,0,1,0,5,True,True,0,20,20,11,2,13,109826,5976,11773,5892,7016,18094,3804,6524,7859,4501,2273,925
1071,ChIJIwqNsfIHLz4RDuidwbPExho,89° Roastery - محمصة 89° للقهوة المختصة,jarir,جرير,24.6864431,46.7496343,Coffee,4,45,0,0,0,0,8,True,True,0,20,18,10,4,13,121187,5976,11773,5892,7016,18094,3804,6524,7859,4501,2273,925
1072,ChIJ5xX7SMsHLz4RteYbFD9O0nU,Bura cafe,jarir,جرير,24.686195,46.7490064,Coffee,0,0,0,0,0,0,0,True,True,0,20,19,10,5,12,125687,5976,11773,5892,7016,18094,3804,6524,7859,4501,2273,925
1073,ChIJUVZ3Xn0FLz4R6eR4EejbMSs,Asmas Restaurant,al amal,العمل,24.6454174,46.72742419999999,Restaurants,3,59,0,1,0,2,2,True,True,1,20,20,20,19,7,92385,6074,12666,1848,3356,14132,2971,5095,6138,3515,1775,722
1074,ChIJ7YHhD3kALz4Ry3IcLZEiZFY,Salamath indian restaurant,al maizilah,المعيزلة,24.7654769,46.8221692,Restaurants,3,455,1,0,1,0,3,True,True,0,20,13,10,20,7,88645,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1075,ChIJXaTj5ZABLz4RjALacczNxpU,Delhi taj RESTUARANT,al maizilah,المعيزلة,24.7668975,46.8244154,Restaurants,4,117,1,0,1,1,2,True,True,0,20,16,10,20,6,87271,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1076,ChIJI3r4fnoALz4REULleRuvclw,الشمري للوجبات السريعة,al maizilah,المعيزلة,24.7667301,46.8182226,Restaurants,4,24,0,2,0,1,3,True,True,1,20,13,16,20,6,94980,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1077,ChIJGYPxcKmrLz4RaYKoyN3cZYI,Grilled Burgerبرجرمشوىالوطني,al maizilah,المعيزلة,24.7981669,46.8469966,Restaurants,3,25,3,0,1,1,1,True,True,1,20,2,4,4,1,59130,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1078,ChIJiSs7l5CqLz4RUnIrWtn8biQ,مطعم البخاري,al maizilah,المعيزلة,24.776852,46.8356389,Restaurants,3,83,2,1,2,1,1,True,True,0,13,5,4,20,8,52517,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1079,ChIJUcM6iP4BLz4RIkE0HhvxbbU,Grilled Burger,al maizilah,المعيزلة,24.7805396,46.8211405,Restaurants,3,45,4,0,0,0,2,True,True,1,20,7,6,20,4,62057,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1080,ChIJi1b9bSQBLz4RBMMp59iu82s,مطعم شاميانا,al maizilah,المعيزلة,24.7799562,46.8271013,Restaurants,4,110,2,1,1,1,3,True,True,1,16,6,6,20,4,60781,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1081,ChIJ7VKBi2IBLz4RFjcywISmgtY,مطاعم لمسة كرم الدمشقية,al maizilah,المعيزلة,24.7767167,46.8218232,Restaurants,3,455,1,1,1,0,4,True,True,0,20,8,6,20,6,67486,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1082,ChIJu_RyiJ6rLz4R1Aui6AZtu_g,تريونا لاونج,al maizilah,المعيزلة,24.7695042,46.8293995,Coffee,4,49,0,1,0,0,7,True,True,0,20,12,7,20,6,83815,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1083,ChIJybEAGc4BLz4RUNO1weYr6xQ,الأفق كافيه coffee,al maizilah,المعيزلة,24.782811,46.8194038,Coffee,5,4,0,0,0,0,3,True,True,0,20,7,10,20,4,66468,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1084,ChIJARF7QQv_Lj4RglKap4fKvwc,S2 coffee,al maizilah,المعيزلة,24.8146515,46.8201011,Coffee,2,1,0,0,0,0,0,True,True,0,10,6,3,9,6,230105,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1085,ChIJufPePFOrLz4RciuF5ImbfJ0,coffee shop,al maizilah,المعيزلة,24.7800092,46.8271228,Coffee,5,1,0,0,0,0,0,True,True,0,16,6,6,20,4,61629,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1086,ChIJfT5cJ76rLz4R_UyrpNBAULc,MIX COFFEE,al maizilah,المعيزلة,24.778891,46.8262584,Coffee,4,12,1,0,0,2,2,True,True,0,17,6,5,20,5,67064,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1087,ChIJvS7xxfOrLz4RGQDiY0_BvCU,Taqaseem Njd تقاسيم نجد,al maizilah,المعيزلة,24.7805349,46.8279298,Coffee,4,410,0,1,0,1,6,True,True,0,16,6,5,20,4,62895,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1088,ChIJgZVII7WrLz4Rs18YIijM8Ro,كوفي بايد bid coffee,al maizilah,المعيزلة,24.7890478,46.8291461,Coffee,4,27,1,0,0,1,5,True,True,0,7,2,3,20,5,47827,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1089,ChIJU-0IppCrLz4R1IfQVUE67aw,بارنز,al maizilah,المعيزلة,24.8037581,46.8543178,Coffee,4,301,3,0,0,0,4,True,False,0,20,2,5,6,3,61407,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1090,ChIJ2Xxrz52rLz4ReiVNAlS5k-s,تيم هورتنز,al maizilah,المعيزلة,24.80296,46.8548518,Coffee,3,149,2,1,1,1,5,True,True,0,20,2,5,6,3,56967,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1091,ChIJfek-pDwBLz4RQR1z46Nkqp4,Coffee story,al maizilah,المعيزلة,24.7766704,46.82277269999999,Coffee,4,30,2,0,3,1,1,True,True,0,20,9,6,20,6,67855,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1092,ChIJmydh_NGqLz4RljhFpok2NgA,بريق القهوة,al maizilah,المعيزلة,24.8033841,46.8545598,Coffee,3,48,1,0,0,1,4,True,False,1,20,2,5,6,3,59275,364,3199,5035,9593,10736,2257,3871,4663,2670,1348,548
1093,ChIJ9_9PanCqLz4RSgnOhAR-iX0,ASIAN RESTUARANT NASEEM,an nasim ash sharqi,النسيم الشرقي,24.7528142,46.8334753,Restaurants,3,548,1,0,2,1,3,True,True,1,20,13,9,10,4,102300,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1094,ChIJlVzYlh8BLz4RKwopQ8fOS54,Hamburgini هامبرغيني - Al Nahda,an nasim ash sharqi,النسيم الشرقي,24.7543341,46.8242053,Restaurants,4,809,1,1,1,0,5,True,True,1,20,16,13,12,2,93037,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1095,ChIJSUhE_CWpLz4RiN4flZo2ojQ,Indian restaurant,an nasim ash sharqi,النسيم الشرقي,24.7310077,46.85445199999999,Restaurants,3,3,0,0,0,0,0,True,True,0,20,6,8,0,1,62228,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1096,ChIJXS-BY4QALz4Rreb52J4K79g,كاريبو كوفي,an nasim ash sharqi,النسيم الشرقي,24.752641,46.82154000000001,Coffee,3,130,0,0,0,0,6,False,True,1,20,19,14,14,4,84781,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1097,ChIJOfJzpX6qLz4RmfYWxYYVh3Q,فاست كوفي,an nasim ash sharqi,النسيم الشرقي,24.7573189,46.829607,Coffee,3,25,0,1,0,1,4,True,True,0,20,16,12,13,2,105384,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1098,ChIJvU4Xg5EBLz4Rltsc16LiaTg,كوستا,an nasim ash sharqi,النسيم الشرقي,24.751048,46.822309,Coffee,3,11,2,0,1,2,2,True,True,0,20,18,13,11,3,86890,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1099,ChIJ--MZZAqrLz4RJfeHcYRCPNs,ستاربكس,an nasim ash sharqi,النسيم الشرقي,24.7579841,46.8301429,Coffee,4,329,2,0,0,1,6,True,True,1,20,16,12,13,2,98993,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1100,ChIJtyf4Bn0BLz4RdghrJaHdlGg,تامبر قهوة مختصة,an nasim ash sharqi,النسيم الشرقي,24.7543125,46.8249375,Coffee,4,261,0,0,0,2,6,True,True,0,20,16,13,12,2,93907,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1101,ChIJVVwOxz8BLz4RUagPbyujXlA,Pitcher Speciality Coffee and Bakery بتشر قهوة مختصة ومخبز,an nasim ash sharqi,النسيم الشرقي,24.7542258,46.82405809999999,Coffee,4,91,0,0,0,2,6,True,True,0,20,16,13,12,2,91473,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1102,ChIJA9rvrqyrLz4RaWXbS-Tolhs,كوفي هوى,an nasim ash sharqi,النسيم الشرقي,24.7505918,46.837989,Coffee,4,12,0,0,1,0,4,True,True,0,20,11,8,5,4,107707,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1103,ChIJEQJKJwyrLz4RNn3T4VwfdvQ,كافيه ستار سكاي Starskycoffee,an nasim ash sharqi,النسيم الشرقي,24.7537903,46.8324442,Coffee,4,6,1,0,0,0,1,True,True,1,20,13,10,12,4,100345,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1104,ChIJKwWct2yrLz4Rkq3bYEbQbvM,HAWA Coffee,an nasim ash sharqi,النسيم الشرقي,24.7526025,46.8374096,Coffee,4,3,0,0,0,1,0,True,True,1,20,12,9,8,4,103855,7917,25686,48513,54288,80508,16925,29028,34968,20026,10113,4115
1105,ChIJpeEuTK4BLz4R5pBlQaGUs-g,طبقي الملون للمأكولات الهندية,an nahdah,النهضة,24.7535823,46.80410130000001,Restaurants,3,32,1,1,0,0,4,True,True,1,20,15,11,15,5,111110,8021,14456,32520,33755,52383,11012,18887,22752,13030,6580,2677
1106,ChIJUYzVnfgBLz4Ru6GPTAXSdPE,بارنز,an nahdah,النهضة,24.7559053,46.8154198,Coffee,4,223,2,2,2,0,1,True,False,0,20,18,15,16,5,114533,8021,14456,32520,33755,52383,11012,18887,22752,13030,6580,2677
1107,ChIJ7_cFhjwBLz4R7Q6tDhI7sFI,Pakistani Restaurant,ishbiliyah,اشبيلية,24.7791471,46.7987764,Restaurants,4,22,3,0,1,1,1,True,True,0,20,7,11,10,6,79702,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1108,ChIJceIcydX_Lj4RxE6Sp9ECRnw,مطعم بخاري,ishbiliyah,اشبيلية,24.7877381,46.7903269,Restaurants,3,359,1,1,1,2,1,True,True,0,20,17,12,20,6,111284,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1109,ChIJxdBDF4UBLz4RKw9QEQPZ1VY,Alostool Turkish Restaurant,ishbiliyah,اشبيلية,24.7796296,46.8107195,Restaurants,2,11,4,0,0,1,0,True,True,1,20,8,11,20,5,86596,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1110,ChIJMZLl7SYALz4RrBQE4xujGXQ,ME SO HUNGRY SUSHI ISHBILLA اشبيلية,ishbiliyah,اشبيلية,24.786127,46.7994324,Restaurants,3,109,2,0,0,3,1,True,False,1,20,8,13,13,4,85194,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1111,ChIJO54tjiwALz4RgZkIvMvFWQY,كودو,ishbiliyah,اشبيلية,24.7794915,46.7884435,Restaurants,3,486,4,1,0,0,2,True,True,1,20,7,9,15,8,83731,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1112,ChIJSZHkhnEBLz4Rc5iwKPTn5S8,Zaatar W Zeit - Al Waha Plaza,ishbiliyah,اشبيلية,24.7862201,46.7998122,Restaurants,4,437,0,0,1,0,5,True,True,1,20,7,13,11,4,83584,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1113,ChIJ1-hZid8BLz4RWjxyaGsOhNg,حصيد مقهى ومحمصة,ishbiliyah,اشبيلية,24.7855793,46.8062885,Coffee,4,447,0,0,0,1,8,True,True,0,20,4,12,16,4,75758,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1114,ChIJv8aCU8QBLz4RmRrnMIWaP3I,عنوان القهوة,ishbiliyah,اشبيلية,24.7859131,46.80125959999999,Coffee,3,72,3,0,1,0,2,True,False,1,20,4,12,13,4,79475,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1115,ChIJVRdihGH_Lj4RMzQf4XqipK4,فيو كافيه إشبيليا,ishbiliyah,اشبيلية,24.7885437,46.7890777,Coffee,4,252,1,0,1,0,6,True,True,1,20,18,13,18,6,108936,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1116,ChIJe5H9xNMBLz4R_4Y9RC24gas,بارنز,ishbiliyah,اشبيلية,24.786035,46.8015024,Coffee,4,87,1,0,1,0,4,True,True,0,20,4,12,12,4,75567,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1117,ChIJT85M-hAALz4RM86xtHoy2yQ,كوفي اند كوفي,ishbiliyah,اشبيلية,24.7822217,46.8128032,Coffee,3,25,2,0,2,0,1,True,True,1,20,8,10,20,2,77256,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1118,ChIJp-WWNisBLz4RitjBa1PwoEg,Phase فيز,ishbiliyah,اشبيلية,24.7792228,46.7985981,Coffee,4,128,0,0,0,2,7,True,True,1,20,7,11,10,6,79917,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1119,ChIJB6HTKQP_Lj4ReTAy3h-dQbM,Peet's Coffee - Sheikh Jaber,ishbiliyah,اشبيلية,24.8058081,46.8119938,Coffee,4,210,1,0,0,2,5,True,True,1,20,11,4,20,4,120645,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
1120,ChIJ52r_BUD_Lj4RyxWD8I2wNJw,اون اوف كوفي,ishbiliyah,اشبيلية,24.8074375,46.8109375,Coffee,4,774,1,0,0,0,5,True,True,1,20,13,5,20,4,141875,5912,7994,16026,15824,27006,5677,9737,11729,6717,3392,1380
